,deputy_name,deputy_state,political_party,refund_description,company_name,company_id,refund_date,refund_value,party_pg,party_en,party_tse,party_regdate,party_nmembers,party_ideology1,party_ideology2,party_ideology3,party_ideology4,party_position
38979,ERIVELTON SANTANA,BA,PEN,OFFICE MAINTENANCE,COELBA GRUPO NEOENERGIA,15139629000200.0,2016-01-12T00:00:00,304.56,Partido Ecológico Nacional,National Ecologic Party,51.0,19-06-12,68687.0,Green conservatism, Humanism,,,Centreright
107010,PAULO MALUF,SP,PP,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-03-03T00:00:00,813.54,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
136289,LAERTE BESSA,DF,PR,FUEL COSTS,SAN REMO POSTO DE SERVIÇOS LTDA,1655778000520.0,2016-02-02T00:00:00,450.0,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
25636,CARLOS EDUARDO CADOCA,PE,PDT,OFFICE MAINTENANCE,HELDER ROCHA FALCÃO,33453349415.0,2016-07-10T00:00:00,2752.26,Partido Democrático Trabalhista,Democratic Labour Party,12.0,10-11-81,1248632.0,Democratic socialism,Populism,Labour movement,,Centreleft
190738,MARIA HELENA,RR,PSB,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-05-02T00:00:00,462.73,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
14858,MISAEL VARELLA,MG,DEM,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-10-04T00:00:00,24.0,Democratas,Democrats,25.0,11-09-86,1095712.0,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
74251,MARINHA RAUPP,RO,PMDB,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-07-02T00:00:00,1638.63,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
67773,MAURO MARIANI,SC,PMDB,FUEL COSTS,POSTO MARECHAL,84437136000200.0,2016-03-12T00:00:00,70.0,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
34023,RONALDO LESSA,AL,PDT,GROUND VEHICLE RENT,J B DOS SANTOS LOCAÇÃO DE VEÍCULOS EIRELI,4221587000110.0,2016-04-01T00:00:00,6500.0,Partido Democrático Trabalhista,Democratic Labour Party,12.0,10-11-81,1248632.0,Democratic socialism,Populism,Labour movement,,Centreleft
175035,LUIZ LAURO FILHO,SP,PSB,MAIL COSTS,CORREIOS ACCI JARDIM BRASIL,10724530000100.0,2016-04-15T00:00:00,9.3,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
79905,MARCOS ROTTA,AM,PMDB,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-10-11T00:00:00,-452.0,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
286664,ZECA DO PT,MS,PT,FUEL COSTS,PERRONI & MORO LTDA,2761380000370.0,2016-03-05T23:00:00,50.06,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
134063,DELEGADO EDSON MOREIRA,MG,PR,MAIL COSTS,CORREIOS - SEDEX CONVENCIONAL COM AR,,2016-09-21T14:47:15.267,28.05,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
229734,PEDRO CUNHA LIMA,PB,PSDB,MAIL COSTS,CORREIOS - CARTA COMERCIAL,,2016-04-27T10:51:30.873,7.2,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
28885,ASSIS DO COUTO,PR,PDT,PHONE COSTS,RAMAL,,,208.03,Partido Democrático Trabalhista,Democratic Labour Party,12.0,10-11-81,1248632.0,Democratic socialism,Populism,Labour movement,,Centreleft
92606,NELSON MEURER,PR,PP,"TAXI, PARKING AND TOLL COSTS",RODOVIA DAS CATARATAS S.A.,2228721000190.0,2016-07-31T00:00:00,11.6,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
8893,EFRAIM FILHO,PB,DEM,MAIL COSTS,CORREIOS - SEDEX CONVENCIONAL,,2016-01-21T16:07:47.323,106.05,Democratas,Democrats,25.0,11-09-86,1095712.0,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
271988,BENEDITA DA SILVA,RJ,PT,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-03-29T00:00:00,120.0,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
109161,ROBERTO BRITTO,BA,PP,OFFICE MAINTENANCE,CONDOMINIO CENTRO EMPRESARIAL IGUATEMI,13501184000100.0,2016-05-24T00:00:00,450.91,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
56557,VALDIR COLATTO,SC,PMDB,OFFICE MAINTENANCE,CELESC S.A.,8336783000190.0,2016-08-22T00:00:00,179.19,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
60597,EDINHO BEZ,SC,PMDB,HOTEL COSTS,INVESTCITY INVESTIMENTOS E ADMINIS DE IMOVEIS LTD,80678220000100.0,2016-03-20T00:00:00,287.0,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
14738,PAUDERNEY AVELINO,AM,DEM,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-06-21T00:00:00,139.0,Democratas,Democrats,25.0,11-09-86,1095712.0,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
332147,GENECIAS NORONHA,CE,SD,MAIL COSTS,CORREIOS - SEDEX 10,,2016-04-12T14:49:54.690,57.0,Solidariedade,Solidarity ,77.0,24-09-13,161914.0,Labour movement,Humanist Movement,,,Centre
292433,AFONSO FLORENCE,BA,PT,OFFICE MAINTENANCE,CARLOS ALBERTO MERINO WILSON,30643260900.0,2016-03-03T00:00:00,288.69,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
79383,ZÉ AUGUSTO NALIN,RJ,PMDB,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-03-19T00:00:00,-884.63,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
286129,ZÉ GERALDO,PA,PT,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-06-02T00:00:00,-24.1,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
120789,ARTHUR OLIVEIRA MAIA,BA,PPS,PHONE COSTS,VIVO,2558157000160.0,2016-02-17T00:00:00,277.74,Partido Popular Socialista,Socialist People's Party ,23.0,19-03-92,479886.0,Social democracy,Social liberalism,,,Centreleft
104431,LÁZARO BOTELHO,TO,PP,"CONSULTING, RESEARCH AND TECHNICAL WORK COSTS",Conde & Dell Aringa - Desenvolvimento de Softwares Ltda.,9613772000170.0,2016-06-09T00:00:00,450.0,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
73971,LUCIO MOSQUINI,RO,PMDB,DISSEMINATION OF PARLIAMENTARY ACTIVITY,ASSOCIAÇÃO DE DIFUSÃO CIDADE FM,3440890000140.0,2016-09-13T00:00:00,1000.0,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
321133,LEANDRE,PR,PV,MAIL COSTS,CORREIOS - ENCOMENDA PAC,,2016-07-05T17:04:13.917,20.98,Partido Verde,Green Party ,43.0,30-09-93,374606.0,Green politics,Progressivism,Syncretic politics,,Centreleft
12520,MISSIONÁRIO JOSÉ OLIMPIO,SP,DEM,OFFICE MAINTENANCE,CLARO S/A - NET,40432544000100.0,2016-03-18T00:00:00,271.21,Democratas,Democrats,25.0,11-09-86,1095712.0,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
166414,GEORGE HILTON,MG,PROS,FUEL COSTS,REDE HG COMBUSTÍVEIS,13569064000300.0,2016-09-11T00:00:00,142.99,Partido Republicano da Ordem Social,Republican Party of the Social Order,90.0,24-09-13,85599.0,Economic liberalism, Social conservatism, Republicanism,,Centreright
163961,ANTONIO BULHÕES,SP,PRB,FUEL COSTS,ARCO IRIS PETROLEO COMERCIO E SERVIÇOS LTDA,480025000130.0,2016-06-23T00:00:00,100.0,Partido Republicano Brasileiro,Brazilian Republican Party,10.0,25-08-05,383684.0,Christian democracy,Social conservatism,,,Centreright
299260,RUBENS OTONI,GO,PT,MAIL COSTS,CORREIOS - SEDEX CONVENCIONAL COM AR,,2016-08-12T11:47:19.410,21.31,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
111117,JERÔNIMO GOERGEN,RS,PP,FUEL COSTS,COML BUFFON COMB E TRANSPS LTDA - BUFFON 29,93489243002900.0,2016-01-29T00:00:00,222.42,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
252402,IVAN VALENTE,SP,PSOL,FUEL COSTS,TURISMO POSTO DE SERVIÇOS,44383321000200.0,2016-02-10T00:00:00,50.0,Partido Socialismo e Liberdade,Socialism and Liberty Party,50.0,15-09-05,120979.0,Democratic socialism, Anticapitalism,,,Leftwing
221344,DANIEL COELHO,PE,PSDB,GROUND VEHICLE RENT,LOCAR PRIME LOCAÇÃO DE VEÍCULOS LTDA-ME,17172736000100.0,2016-06-02T00:00:00,1900.0,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
243290,BRUNO COVAS,SP,PSDB,FUEL COSTS,PANAMBY 10 POSTO DE SERVICOS E CONVENIENCIA EIREL,21781198000200.0,2016-12-11T00:00:00,150.0,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
320013,CABO DACIOLO,RJ,PTdoB,"TAXI, PARKING AND TOLL COSTS",RENOVIAS S/A,2417464000120.0,2016-11-15T00:00:00,6.8,Partido Trabalhista do Brasil,Labour Party of Brazil,70.0,11-10-94,184816.0,Centrism, Populism, Labour movement, Nationalism,Centre
81813,LUCIO VIEIRA LIMA,BA,PMDB,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-06-28T00:00:00,1215.63,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
26361,DAMIÃO FELICIANO,PB,PDT,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-05-18T00:00:00,630.45,Partido Democrático Trabalhista,Democratic Labour Party,12.0,10-11-81,1248632.0,Democratic socialism,Populism,Labour movement,,Centreleft
62796,FABIO REIS,SE,PMDB,PHONE COSTS,CLARO S.A.,40432544044000.0,2016-09-08T00:00:00,254.68,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
326827,MIRO TEIXEIRA,RJ,REDE,MAIL COSTS,CORREIOS - SEDEX CONVENCIONAL,,2016-08-22T15:27:24.693,20.11,Rede Sustentabilidade,Sustainability Network,18.0,23-09-15,15606.0,Green politics ,Social democracy ,Third Way,,Centre to centreleft
191732,JÚLIA MARINHO,PA,PSC,FUEL COSTS,AUTO POSTO MADASGASCAR LTDA,4028876000100.0,2016-10-30T00:00:00,114.43,Partido Social Cristão,Social Christian Party ,20.0,29-03-90,417221.0,Conservatism,,,,Rightwing
135220,CABO SABINO,CE,PR,FUEL COSTS,COMERCIAL ITAPIPOQUENSE DE COMB. LTDA,23463268000200.0,2016-05-14T00:00:00,122.01,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
141878,CHRISTIANE DE SOUZA YARED,PR,PR,FUEL COSTS,J.A. VIEIRA,82619560000200.0,2016-07-03T00:00:00,111.47,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
333979,MAJOR OLIMPIO,SP,SD,MEAL COSTS,SENAC RESTAURANTE 10º AND. AN. IV CÂMARA DOS DEPUTADOS,33469172001600.0,2016-03-30T00:00:00,55.09,Solidariedade,Solidarity ,77.0,24-09-13,161914.0,Labour movement,Humanist Movement,,,Centre
297,JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6948623000180.0,2016-10-02T00:00:00,166.01,Democratas,Democrats,25.0,11-09-86,1095712.0,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
146364,MAGDA MOFATTO,GO,PR,FUEL COSTS,AUTO POSTO CHAVES LTDA,746278000102.0,2016-06-22T00:00:00,180.0,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
70797,OSMAR SERRAGLIO,PR,PMDB,MEAL COSTS,PIZZARIA IMPERADOR,8514171000220.0,2016-01-17T00:00:00,26.3,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
241268,VANDERLEI MACRIS,SP,PSDB,FUEL COSTS,PORTAL DO CAMPO BELO AUTO POSTO LTDA.,11576381000200.0,2016-08-04T00:00:00,114.0,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
193251,MARCONDES GADELHA,PB,PSC,FUEL COSTS,CASCOL COMBUSTÍVEIS PARA VEÍCULOS LTDA,306597002574.0,2016-02-15T00:00:00,75.0,Partido Social Cristão,Social Christian Party ,20.0,29-03-90,417221.0,Conservatism,,,,Rightwing
65252,CELSO MALDANER,SC,PMDB,FUEL COSTS,AUTO POSTO CINCO ESTRELAS LTDA,692418000107.0,2016-02-25T00:00:00,100.0,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
161069,CLARISSA GAROTINHO,RJ,PRB,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-03-24T00:00:00,697.0,Partido Republicano Brasileiro,Brazilian Republican Party,10.0,25-08-05,383684.0,Christian democracy,Social conservatism,,,Centreright
68391,FERNANDO JORDÃO,RJ,PMDB,PHONE COSTS,CELULAR FUNCIONAL,,2016-09-13T00:00:00,2985.09,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
138639,ZENAIDE MAIA,RN,PR,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-04-01T00:00:00,-475.63,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
206721,JEFFERSON CAMPOS,SP,PSD,OFFICE MAINTENANCE,CPFL ENERGIA,4172213000150.0,2016-07-14T00:00:00,332.17,Partido Social Democrático,Social Democratic Party,55.0,27-09-11,311706.0,Centrism,Big tent politics,Syncretic politics,Economic liberalism,Centre/Centreright
257363,PEDRO UCZAI,SC,PT,DISSEMINATION OF PARLIAMENTARY ACTIVITY,ASPERYX PROPAGANDA CRIATIVA,22670801000100.0,2016-01-01T00:00:00,1600.0,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
256377,PEDRO UCZAI,SC,PT,FUEL COSTS,FARINA & CIA LTDA,86261765000100.0,2016-12-16T00:00:00,160.02,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
174918,LUIZ LAURO FILHO,SP,PSB,MAIL COSTS,CORREIOS - SEDEX CONVENCIONAL,,2016-06-28T16:44:25.540,47.28,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
36338,MÁRIO HERINGER,MG,PDT,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-02-23T00:00:00,100.0,Partido Democrático Trabalhista,Democratic Labour Party,12.0,10-11-81,1248632.0,Democratic socialism,Populism,Labour movement,,Centreleft
131188,ANDERSON FERREIRA,PE,PR,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-06-07T00:00:00,557.63,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
238222,ROSSONI,PR,PSDB,HOTEL COSTS,HOTEL 10 -J&O.RAVANELLO LTDA,6010210000150.0,2016-01-24T00:00:00,239.0,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
98518,FERNANDO MONTEIRO,PE,PP,FUEL COSTS,AUTO SHOPPING QL 06 COM. DE PETRÓLEO LTDA,647440000135.0,2016-07-07T00:00:00,195.18,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
1068,SÓSTENES CAVALCANTE,RJ,DEM,MEAL COSTS,SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL  - SENAC,33469172001600.0,2016-08-02T00:00:00,55.09,Democratas,Democrats,25.0,11-09-86,1095712.0,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
67546,MAURO MARIANI,SC,PMDB,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-06-09T00:00:00,526.68,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
296456,JORGE SOLLA,BA,PT,FUEL COSTS,POSTO APACHE,20467448000100.0,2016-09-16T00:00:00,114.86,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
80319,CABUÇU BORGES,AP,PMDB,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-02-23T00:00:00,24.0,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
188664,SEVERINO NINHO,PE,PSB,FUEL COSTS,POSTO XINGU LTDA,3786763000290.0,2016-12-10T00:00:00,180.0,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
204187,FÁBIO MITIDIERI,SE,PSD,DISSEMINATION OF PARLIAMENTARY ACTIVITY,ASSOC. DE RADIODIFUSÃO COM DA CIDADE FEIRA NOVA SE,9392420000140.0,2016-08-25T00:00:00,500.0,Partido Social Democrático,Social Democratic Party,55.0,27-09-11,311706.0,Centrism,Big tent politics,Syncretic politics,Economic liberalism,Centre/Centreright
250487,DÂMINA PEREIRA,MG,PSL,DISSEMINATION OF PARLIAMENTARY ACTIVITY,ART 3 MULTIMIDIA LTDA,6107863000150.0,2016-02-28T23:00:00,800.0,Partido Social Liberal,Social Liberal Party ,17.0,02-06-98,224040.0,Social liberalism,Libertarianism,,,Centreright
151648,VICENTINHO JÚNIOR,TO,PR,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-05-18T00:00:00,-4.07,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
13230,MISSIONÁRIO JOSÉ OLIMPIO,SP,DEM,FUEL COSTS,AUTO POSTO CLASSE A  DE  ITU  LTDA,4388513000170.0,2016-10-01T00:00:00,100.0,Democratas,Democrats,25.0,11-09-86,1095712.0,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
227644,ROCHA,AC,PSDB,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-02-24T00:00:00,573.63,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
158233,JOÃO CAMPOS,GO,PRB,PHONE COSTS,Claro S.A.,40432544043600.0,2016-09-05T00:00:00,362.48,Partido Republicano Brasileiro,Brazilian Republican Party,10.0,25-08-05,383684.0,Christian democracy,Social conservatism,,,Centreright
274998,HENRIQUE FONTANA,RS,PT,MEAL COSTS,RAÍZES BAR,11111696000100.0,2016-06-30T00:00:00,76.0,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
92201,MARCELO BELINATI,PR,PP,FUEL COSTS,POSTO JADE,1156523000190.0,2016-05-16T00:00:00,182.0,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
312317,ALEXANDRE BALDY,GO,PTN,"TAXI, PARKING AND TOLL COSTS",Triunfo Concebra,18572225000200.0,2016-03-15T23:00:00,3.2,Partido Trabalhista Nacional,National Labour Party ,19.0,02-10-97,158777.0,Labour movement,Populism,,,Centre
281210,CHICO D'ANGELO,RJ,PT,PHONE COSTS,CELULAR FUNCIONAL,,2016-12-14T00:00:00,0.38,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
219386,MARA GABRILLI,SP,PSDB,PHONE COSTS,TELEFÔNICA BRASIL S/A - VIVO GVT,2558157000160.0,2016-12-22T00:00:00,187.57,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
5955,PAULO AZI,BA,DEM,PHONE COSTS,CELULAR FUNCIONAL,,2016-04-14T00:00:00,514.66,Democratas,Democrats,25.0,11-09-86,1095712.0,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
223873,MARCO TEBALDI,SC,PSDB,MEAL COSTS,LA Hotels Empreendimentos Ltda.,9109567001900.0,2016-04-15T00:00:00,49.0,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
105179,RICARDO IZAR,SP,PP,FUEL COSTS,Auto Posto Jardim America Ltda.,60394343000100.0,2016-02-24T00:00:00,50.0,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
63330,BALEIA ROSSI,SP,PMDB,OFFICE MAINTENANCE,Marcio Antonio Rossi,3227848830.0,2016-07-14T00:00:00,7677.6,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
174849,FABIO GARCIA,MT,PSB,GROUND TRANSPORTATION TICKET,Viação Xavante Ltda.,3143492000160.0,2016-03-19T00:00:00,127.7,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
130651,DELEGADO EDSON MOREIRA,MG,PR,MEAL COSTS,ELBA ESPIRITO SANTO SARDINHA FERREIRA - ME,1114253000160.0,2016-05-10T00:00:00,74.88,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
